総覧ID,総覧抄録ID,遺跡名,遺跡名かな,本内順位,遺跡所在地,所在地2,lon,lat,所在地ふりがな,市町村コード,遺跡番号,北緯（日本測地系）,東経（日本測地系）,北緯（世界測地系）,東経（世界測地系）,調査期間|調査期間,調査期間1,調査期間2,調査面積|調査面積,調査面積2,調査原因
47695,91295,武蔵国府関連遺跡　アルテール府中地区　第728次,むさしこくふかんれんいせき　あるてーるふちゅう,41,東京都府中市本町1-12-5,03本町,139.478119,35.667206,とうきょうとふちゅうしほんまち,13206,2,,,354000,1392841,19930326-19930410,1993,,121.7,121.7,集合住宅建設
47695,91296,武蔵国府関連遺跡　メゾンジュネス地区　第734次,むさしこくふかんれんいせき　めぞんじゅねす,42,東京都府中市本町2-7-1,03本町,139.474365,35.6674,とうきょうとふちゅうしほんまち,13206,2,,,354000,1392828,19930416-19930512,1993,,19.4,19.4,集合住宅建設
47695,91297,武蔵国府関連遺跡　出光興産株式会社アポロ21世紀府中緑町SS地区　第777次,むさしこくふかんれんいせき　いでみつこうさんかぶしきがいしゃあぽろにじゅういっせいきふちゅうみどりちょうえすえす,43,東京都府中市緑町1-17-2,07緑町,139.487213,35.672081,とうきょうとふちゅうしみどりちょう,13206,2,,,354017,1392913,19940224-19940316,1994,,288.6,288.6,ガソリンスタンド建設
47695,91298,武蔵国府関連遺跡　東急ドエルアルス府中緑町地区　第761次,むさしこくふかんれんいせき　とうきゅうどえるあるすふちゅうみどりちょう,44,東京都府中市緑町1-22-1,07緑町,139.487076,35.673199,とうきょうとふちゅうしみどりちょう,13206,2,,,354021,1392913,19931026-19931225,1993,,891.8,891.8,集合住宅建設
47695,91299,武蔵国府関連遺跡　エクシードM地区　第726次,むさしこくふかんれんいせき　えくしいどえむ,45,東京都府中市緑町2-3-13,07緑町,139.488419,35.670853,とうきょうとふちゅうしみどりちょう,13206,2,,,354013,1392917,19930309-19930506,1993,,170.1,170.1,集合住宅建設
47701,91306,武蔵国府関連遺跡　第1532次,むさしこくふかんれんいせき　だいせんごひゃくさんじゅうにじ,1,東京都府中市本町1-14-1,03本町,139.477905,35.666298,とうきょうとふちゅうしほんまち,13206,2,,,353958.75,1392838.74,20110112-20110228,2011,,4.6,4.6,徳川家康御殿関連井戸跡の保存目的の確認調査
47702,91307,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市清水が丘3丁目,10清水が丘,139.500671,35.665764,とうきょうとふちゅうししみずがおかさんちょうめ,13206,2,,,,,20110824-20110930,2011,,101,101,
47703,91308,武蔵国府関連遺跡　第1536次,むさしこくふかんれんいせき,1,東京都府中市寿町2丁目6,05寿町,139.477097,35.674042,とうきょうとふちゅうしことぶきちょうにちょうめ,13206,2,,,354027.19,1392837.11,20110209-20110311,2011,,135.5,135.5,
47703,91309,武蔵国府関連遺跡　第1535次,むさしこくふかんれんいせき,2,東京都府中市片町3丁目5,08片町,139.472382,35.667767,とうきょうとふちゅうしかたまちさんちょうめ,13206,2,,,354006.2,1392820.95,20110203-20110307,2011,,34.2,34.2,
47703,91310,武蔵国府関連遺跡　第1566次,むさしこくふかんれんいせき,3,東京都府中市片町3丁目-5,08片町,139.472382,35.667767,とうきょうとふちゅうしかたまちさんちょうめ,13206,2,,,354004.88,1392819.73,20110807-20110916,2011,,180.2,180.2,
47704,91311,武蔵国府関連遺跡　第1570次,むさしこくふかんれんいせき,1,東京都府中市西府町5丁目20地先,18西府町,139.452332,35.67482,とうきょうとふちゅうしにしふちょうごちょうめ,13206,2,,,354030.31,1392708.9,20110912-20111222,2011,,370,370,
47705,91312,武蔵国府関連遺跡　第1435.T次,むさしこくふかんれんいせき,1,東京都府中市本町1丁目14,03本町,139.477905,35.666298,とうきょうとふちゅうしほんまちいっちょうめ,13206,2,,,353957,1392841,20091013-20110228,2009,,6900,6900,保存目的調査
47706,91313,武蔵国府関連遺跡　第1558次,むさしこくふかんれんいせき,1,東京都府中市白糸台6丁目3地先,16白糸台,139.519287,35.663471,とうきょうとふちゅうししらいとだいろくちょうめ,13206,2,,,353936,1393122,20110712-20110830,2011,,406.7,406.7,
47707,91314,武蔵国府関連遺跡　第1554次,むさしこくふかんれんいせき,1,東京都府中市宮西町1丁目地内,02宮西町,139.47757,35.67189,とうきょうとふちゅうしみやにしちょういっちょうめちない,13206,2,,,360504,1365802,20110617-20110928,2011,,311,311,
47708,91315,武蔵国府関連遺跡　第4次ほか,むさしこくふかんれんいせき,1,東京都府中市清水が丘1丁目15ほか,10清水が丘,139.497238,35.668041,とうきょうとふちゅうししみずがおかいっちょうめ,13206,2,,,,,,,,9580,9580,
47709,91316,武蔵国府関連遺跡　第21次ほか,むさしこくふかんれんいせき,1,東京都府中市府中町2-6-4ほか,04府中町,139.483124,35.672283,とうきょうとふちゅうしふちゅうちょう,13206,2,,,,,,,,62924.1,62924.1,
47710,91318,武蔵国府関連遺跡　府中脳神経外科診療所地区　第1434次,むさしこくふかんれんいせき,2,東京都府中市宮西町1-14-16,02宮西町,139.477356,35.672451,とうきょうとふちゅうしみやにしちょう,13206,2,,,,,20081014-20081031,2008,,88.5,88.5,
47710,91319,武蔵国府関連遺跡　デュオ府中駅前地区　第1401次,むさしこくふかんれんいせき,3,東京都府中市宮町1-19-3/1-32-1/2,01宮町,139.482056,35.67157,とうきょうとふちゅうしみやまち,13206,2,,,354017.37,1392857.33,20071001-20080822,2007,,824.1,824.1,
47710,91320,武蔵国府関連遺跡　個人住宅　第1437次,むさしこくふかんれんいせき,4,東京都府中市宮町2-12-1,01宮町,139.481323,35.668869,とうきょうとふちゅうしみやまち,13206,2,,,,,20081125-20081218,2008,,67.6,67.6,
47710,91321,武蔵国府関連遺跡　国庁保存目的の確認調査20年度2地区　第1441次,むさしこくふかんれんいせき,5,東京都府中市宮町3-1,01宮町,139.479401,35.669147,とうきょうとふちゅうしみやまち,13206,2,,,,,20090302-20090327,2009,,91.5,91.5,保存目的調査
47710,91322,武蔵国府関連遺跡　フェリシア府中地区　第1419次,むさしこくふかんれんいせき,6,東京都府中市寿町2-2-48,05寿町,139.476776,35.673153,とうきょうとふちゅうしことぶきちょう,13206,2,,,354022.59,1392837.17,20080602-20080625,2008,,92.3,92.3,
47710,91323,武蔵国府関連遺跡　メイユール　エスト府中地区　第1430次,むさしこくふかんれんいせき,7,東京都府中市小柳町1-1-5,15小柳町,139.504547,35.666367,とうきょうとふちゅうしこやなぎちょう,13206,2,,,,,20080912-20081003,2008,,93.7,93.7,
47710,91324,武蔵国府関連遺跡　個人住宅　第1427次,むさしこくふかんれんいせき,8,東京都府中市清水が丘2-18-13,10清水が丘,139.496277,35.667496,とうきょうとふちゅうししみずがおか,13206,2,,,,,20080806-20080829,2008,,39.1,39.1,
47710,91325,武蔵国府関連遺跡　個人住宅　第1429次,むさしこくふかんれんいせき,9,東京都府中市清水が丘2-18-13,10清水が丘,139.496277,35.667496,とうきょうとふちゅうししみずがおか,13206,2,,,,,20080908-20081003,2008,,8.7,8.7,
47710,91326,武蔵国府関連遺跡　BRECIA西府Residence地区　第1413次,むさしこくふかんれんいせき,10,東京都府中市西府町2-12-6ほか,18西府町,139.456467,35.673904,とうきょうとふちゅうしにしふちょう,13206,2,,,354025.24,1392722.66,20080318-20080502,2008,,399.4,399.4,
47710,91328,武蔵国府関連遺跡　東京競馬場馬場内他ファンエリア整備（第1期）地区　第1440次,むさしこくふかんれんいせき,12,東京都府中市日吉町1-1,14日吉町,139.485443,35.663509,とうきょうとふちゅうしひよしちょう,13206,2,,,,,20090302-20090312,2009,,29.8,29.8,
47710,91329,武蔵国府関連遺跡　八幡町1丁目開発地区　第1424次,むさしこくふかんれんいせき,13,東京都府中市八幡町1-10-1ほか,06八幡町,139.485657,35.668961,とうきょうとふちゅうしはちまんちょう,13206,2,,,354008.45,1392908.33,20080624-20081031,2008,,81.1,81.1,
47710,91330,武蔵国府関連遺跡　park　N地区　第1416次,むさしこくふかんれんいせき,14,東京都府中市八幡町1-4-7,06八幡町,139.48407,35.670334,とうきょうとふちゅうしはちまんちょう,13206,2,,,354012.59,1392901.49,20080430-20080613,2008,,118.8,118.8,
47710,91331,武蔵国府関連遺跡　奥島病院増改築地区　第1417次,むさしこくふかんれんいせき,15,東京都府中市美好町1-22-2,09美好町,139.469696,35.672813,とうきょうとふちゅうしみよしちょう,13206,2,,,354022.24,1392811.2,20080512-20080610,2008,,81.1,81.1,
47710,91332,武蔵国府関連遺跡　個人住宅　第1423次,むさしこくふかんれんいせき,16,東京都府中市美好町1-6-2,09美好町,139.47229,35.673313,とうきょうとふちゅうしみよしちょう,13206,2,,,354024.13,1392820.38,20080616-20080627,2008,,56.8,56.8,
47710,91333,武蔵国府関連遺跡　個人住宅　第1435次,むさしこくふかんれんいせき,17,東京都府中市美好町3-5-22,09美好町,139.467926,35.671005,とうきょうとふちゅうしみよしちょう,13206,2,,,,,20081015-20081031,2008,,44.1,44.1,
47710,91334,武蔵国府関連遺跡　個人住宅　第1438次,むさしこくふかんれんいせき,18,東京都府中市美好町3-5-29,09美好町,139.467926,35.671005,とうきょうとふちゅうしみよしちょう,13206,2,,,,,20081222-20090130,2008,,43.4,43.4,
47710,91335,武蔵国府関連遺跡　エスポワール府中地区　第1408次,むさしこくふかんれんいせき,19,東京都府中市府中町1-12-21,04府中町,139.480255,35.67363,とうきょうとふちゅうしふちゅうちょう,13206,2,,,,,20080227-20080404,2008,,137.9,137.9,
47710,91337,武蔵国府関連遺跡　個人住宅　第1420次,むさしこくふかんれんいせき,21,東京都府中市本宿町1-17-13/5,17本宿町,139.458054,35.670776,とうきょうとふちゅうしほんしゅくちょう,13206,2,,,354013.87,1392731.35,20080603-20080616,2008,,29.7,29.7,
47710,91338,武蔵国府関連遺跡　個人住宅　第1431次,むさしこくふかんれんいせき,22,東京都府中市本宿町1-22-12/18/19,17本宿町,139.461258,35.670605,とうきょうとふちゅうしほんしゅくちょう,13206,2,,,,,20080917-20081007,2008,,24.4,24.4,
47710,91339,武蔵国府関連遺跡　西府地区　第1426次,むさしこくふかんれんいせき,23,東京都府中市本宿町1-38,17本宿町,139.456833,35.670593,とうきょうとふちゅうしほんしゅくちょう,13206,2,,,,,20080805-20080811,2008,,32,32,試掘・確認調査
47710,91340,武蔵国府関連遺跡　オルジュ本町II地区　第1435次/本町2丁目中世遺構確認調査地区　第1439次,むさしこくふかんれんいせき,24,東京都府中市本町2-19-5,03本町,139.476395,35.666725,とうきょうとふちゅうしほんまち,13206,2,,,,,20081015-20081031,2008,,64.3,64.3,
47710,91341,武蔵国府関連遺跡　府中アーバンホテル別館地区　第1414次,むさしこくふかんれんいせき,25,東京都府中市宮西町1-11-1/2,02宮西町,139.47821,35.672054,とうきょうとふちゅうしみやにしちょう,13206,2,,,354019.52,1392841.56,20080409-20080522,2008,,221.7,221.7,
47710,91342,武蔵国府関連遺跡　ミオカステーロ府中緑町地区　第1410次,むさしこくふかんれんいせき,26,東京都府中市緑町1-12-6/16,07緑町,139.488846,35.672737,とうきょうとふちゅうしみどりちょう,13206,2,,,,,20080303-20080401,2008,,360.7,360.7,
47710,91343,武蔵国府関連遺跡　柳河精機貸店舗地区　第1421次,むさしこくふかんれんいせき,27,東京都府中市緑町2-12-6,07緑町,139.488861,35.671635,とうきょうとふちゅうしみどりちょう,13206,2,,,354017.93,1392919.8,20080610-20080623,2008,,317.1,317.1,
47711,91344,武蔵国府関連遺跡　1487.T次,むさしこくふかんれんいせき,1,東京都府中市緑町1-14-3,07緑町,139.48468,35.672794,とうきょうとふちゅうしみどりちょう,13206,2,,,,,20100301-20100531,2010,,1444,1444,
47711,91345,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市緑町1-26-6/7,07緑町,139.485306,35.673416,とうきょうとふちゅうしみどりちょう,13206,2,,,,,20101001-20110622,2010,,1749.94,1749.94,
47712,91346,武蔵国府関連遺跡　1435.T次,むさしこくふかんれんいせき,1,東京都府中市本町1-14,03本町,139.477905,35.666298,とうきょうとふちゅうしほんまち,13206,2,,,,,20081020-20090410,2008,,6100,6100,
47714,91348,武蔵国府関連遺跡　第672次,むさしこくふかんれんいせき　だいろっぴゃくななじゅうにじ,1,東京都府中市府中町1丁目10-5,04府中町,139.481323,35.673615,とうきょうとふちゅうしふちゅうちょういっちょうめ,13206,2,,,354025.43,1392853.5,19920326-19921218,1992,,2406.3,2406.3,
