総覧ID,総覧抄録ID,種別,時代,主な遺構,住居,掘立,井戸,道路,主な遺物,特記事項,遺跡名,遺跡名かな,本内順位,遺跡所在地,lon,lat,所在地ふりがな,市町村コード,遺跡番号,北緯（日本測地系）,東経（日本測地系）,北緯（世界測地系）,東経（世界測地系）,調査期間,調査面積,調査面積2,調査原因
26890,43036,集落,奈良|平安,住居跡23|建物跡10|土坑19|溝2|道路状遺構1|性格不明遺構8|ピット164,,,,1,土師器|須恵器|土師質土器|灰釉陶器|緑釉陶器|白磁|瓦|土製品|円面硯|鉄製品（鎌|刀子|鉄鏃|鉸具|錠前|壺金具）|銅製品（八花鏡|六角飾鋲）|砥石,完形小型八花鏡の出土。9世紀後半代の出土例としては、きわめて希少な資料である。,清水が丘遺跡（武蔵国府関連遺跡）,しみずがおかいせき（むさしこくふかんれんいせき）,,東京都府中市清水が丘二丁目地内,139.495667,35.665409,とうきょうとふちゅうししみずがおかにちょうめちない,13206,26,354000,1392949,,,20021118-20030320|20030401-20030831|20040426-20040521,3000|1372|100,4472,府中市都市計画道路3・4・7号線建設事業
62553,44095,集落,古代(細分不明),土坑4＋溝1,,,,,土師器|須恵器|灰釉陶器,,武蔵国関連遺跡　府中市八幡町一丁目計画新築工事地区　第1733次,むさしこくふかんれん遺跡,,東京都府中市八幡町1-13-1他,139.484283,35.66951,とうきょうとふちゅうしはちまんちょう1-13-1ほか,13206,2,354032,1392904,,,20160402-20160523,240,240,宅地造成
24566,44768,集落,古代(細分不明),,,,,,土師器|須恵器|瓦|塼,,武蔵国府関連遺跡,むさしこくふかんれんいせき,,東京都府中市寿町一丁目5の4・6,139.478561,35.673687,とうきょうとふちゅうしことぶきちょういっちょうめ5の4・6,13206,2,354025,1392841,,,20070806-20080125,1732,1732,東京消防庁府中消防署新築工事
25234,47592,集落,奈良|平安,住居跡13|柵3|建物跡4|土坑46|井戸1|溝2|流木群2,,,1,,土師器|須恵器|灰釉陶器|土製品|焼成粘土塊|土製支脚|砥石|石製品|鉄製品（鎌・刀子・釘・棒状製品・金具）,,武蔵国府関連遺跡,むさしこくふかんれんいせき,,東京都府中市寿町1の10の2,139.478683,35.675373,とうきょうとふちゅうしことぶきちょう1の10の2,13206,2,354032,1392834,,,20100804-20100903,538,538,都立農業高等学校実習棟改築その他工事
25661,47596,集落,奈良|平安,住居跡18|土坑8,,,,,土師器|須恵器|灰釉陶器|瓦|鉄鏃|刀子|鉄釘|丸鞆,,武蔵国府関連遺跡,むさしこくふかんれんいせき,,東京都府中市宮西町一丁目26番地,139.477341,35.67115,とうきょうとふちゅうしみやにしちょういっちょうめ26ばんち,13206,2,354014,1392838,,,20120116-20120322,410,410,府中合同庁舎改築事業
26895,49064,集落,古代(細分不明),溝2|ピット6,,,,,土師器|須恵器|灰釉陶器|瓦,,武蔵国府関連遺跡,むさしこくふかんれんいせき,,東京都府中市若松町一丁目,139.50029,35.668804,とうきょうとふちゅうしわかまつちょういっちょうめ,13206,2,354009,1392952,,,20030924-20031031,240,240,歩道設置工事
27727,50655,官衙,古代(細分不明),土坑|落込み,,,,,緑釉陶器|土師器|須恵器|土製品,古代以降の旧河川・湧水自然流路,武蔵国府関連遺跡,むさしこくふかんれんいせき,,東京都府中市緑町一丁目27番1,139.484695,35.673508,とうきょうとふちゅうしみどりちょういっちょうめ27ばん1,13206,2,354024,1392905,,,20141027-20141114,50,50,東京都北多摩南部建設事務所改修工事
28704,50706,集落,奈良|平安,道路状遺構1|住居跡7|土坑2|落込み6|ピット44,,,,1,須恵器|土師器|瓦|紡錘車|鉄釘|鉄製刀子|鉄鏃|鉄鎌|刀装具|石製品,武蔵国府域のマチの調査,武蔵国府関連遺跡,むさしこくふかんれんいせき,,東京都府中市日吉町5番地,139.481644,35.666351,とうきょうとふちゅうしひよしちょう5ばんち,13206,2,354001,1392913,,,20041209-20050627,740,740,配水本管新設工事
28724,50712,集落,奈良|平安,住居跡33|掘立柱建物跡12|土坑12|溝2|道路状遺構2|ピット242,,12,,1,土師器|須恵器|灰釉陶器|緑釉陶器|青磁|瓦|石製品（石帯・砥石）|鉄器（鉄鍋・鉄鏃・鉸具）|銭貨,「富寿神宝」1点、越州窯青磁椀2点出土。ピットより「多磨寺」創建期の軒丸瓦片出土。,武蔵国府関連遺跡,むさしこくふかんれんいせき,,東京都府中市寿町1の10の2,139.478683,35.675373,とうきょうとふちゅうしことぶきちょう1の10の2,13206,2-227,354032,1392842,,,20051114-20060214,1021,1021,都立農業高等学校耐震補強及び一部改築工事
28729,50713,散布地,奈良|平安,,,,,,土師器|須恵器|砥石,,武蔵国府関連遺跡,むさしこくふかんれんいせき,,東京都府中市宮町一丁目地内,139.481461,35.67123,とうきょうとふちゅうしみやまちいっちょうめちない,13206,2,354015,1392901,,,20040806-20041105|20050509-20051003,500|1100,1600,都市計画道路3・4・18号線整備事業
28729,90777,官衙|集落,古代(細分不明),竪穴建物68|掘立柱建物35|柵5|道路1|土坑88|溝9|その他11,68,35,,1,土師器|須恵器|瓦|土製品|鉄製品|銅製品|石製品|石器,,武蔵国府関連遺跡,むさしこくふかんれんいせき,,東京都府中市本町一丁目地内,139.477997,35.66647,とうきょうとふちゅうしほんまちいっちょうめちない,13206,2,353957,1392844,,,20040921-20041007,209,209,都市計画道路3・4・22号線整備事業
47648,90778,官衙|集落,古代(細分不明),竪穴建物2,2,,,,土師器|須恵器|鉄製品|石製品,,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市府中町1-9,139.48114,35.673061,とうきょうとふちゅうしふちゅうちょう,13206,2,354008,1392904,,,19880406-19900324,2887.7,2887.7,オフィスビル建設/バス折返し場建設
47649,90779,官衙|集落,古代(細分不明),竪穴建物5|土坑1|溝1,5,,,,土師器|須恵器|瓦|鉄製品|銅製品|土製品|石製品,,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市宮町,139.481567,35.669109,とうきょうとふちゅうしみやまち,13206,2,354008,1392904,,,19860519-19931120,15057.2,15057.2,府中駅南口第2地区市街地再開発事業
47652,90780,官衙|集落,古代(細分不明),溝5|その他1,,,,,土師器|土師質土器|須恵器|瓦|緑釉陶器,,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市府中町1-30,139.480087,35.675854,とうきょうとふちゅうしふちゅうちょう,13206,2,354022,1392859,,,19960514-19960629,152.5,152.5,保健所施設の拡充を図るための増改築工事
47654,90781,官衙|集落,古代(細分不明),竪穴建物3|土坑4|溝1,3,,,,土師器|須恵器|瓦,,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市府清水が丘2-12-1,139.495544,35.666668,とうきょうとふちゅうししみずがおか,13206,2,353949,1392955,,,19960604-19961122,846.7,846.7,東京競馬場単身舎宅（寮）建設
47655,90782,官衙|集落,古代(細分不明),竪穴建物38|掘立柱建物9|道路1|土坑41|溝7,38,9,,1,土師器|須恵器|土製品|鉄製品,,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市府中町1-39,139.48111,35.676975,とうきょうとふちゅうしふちゅうちょう,13206,2,354025,1392901,,,19970129-19970316,1438.9,1438.9,東京郵政局府中馬場先郵政宿舎建設
47658,90783,官衙|集落,古代(細分不明),竪穴建物10|井戸1|地下式横穴墓1|土坑4|溝2|その他4,10,,1,,土師器|須恵器|灰釉陶器|緑釉陶器|土製品|石製品|石器,,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市片町3-22,139.469437,35.667587,とうきょうとふちゅうしかたまち,13206,2,353952,1392820,,,19890605-19891216|19901127-19920320|19921014-19921221,7182,7182,オフィスビル建設
47662,90784,集落|官衙,奈良|平安,竪穴建物48|掘立柱建物6|墳墓2|土坑92|溝5|焼土坑1,48,6,,,須恵器|土師器（糸切り痕が見られる奈良初頭の杯ほか）|瓦|磚（完形に近い正方形磚）|形象硯|石製帯飾（丸鞆|巡方）|分銅|鉄製品（刀子|鉄鏃|小札|カコ）,セン・形象硯の出土が見られるものの武蔵国府関連遺跡内で通常見られる竪穴住居跡を主体とする集落部分の一部である。\n時代 : 奈良から平安\n種別 : 国府,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市美好町1-17,139.470352,35.672714,とうきょうとふちゅうしみよしちょう,13206,2,354010,1392824,,,19910904-19920302,1217.5,1217.5,都営住宅建設
47662,90785,集落,奈良|平安|鎌倉|室町|江戸,竪穴建物111|掘立柱建物15|柵3|井戸41|墳墓41|土坑330|溝44|その他の遺構279,111,15,1,,須恵器|土師器|二彩陶器耳皿|鍍金帯金具|石製勾玉|丸玉など（奈良から平安）|常滑焼大甕など（鎌倉|室町）|陶磁器など（江戸）,四面廂付掘立柱建物跡の検出。「多研」銘のある円面硯出土（奈良・平安）。甕棺墓・地下式横穴墓の検出（鎌倉・室町）。ヨーロッパ製磁器の出土（江戸時代）。\n時代 : 奈良から平安　鎌倉　室町　江戸\n種別 : 国府集落　宿場,武蔵国府関連遺跡,むさしこくふかんれんいせき,2,東京都府中市美好町2-40,139.466599,35.676441,とうきょうとふちゅうしみよしちょう,13206,2,354024,1392811,,,19910902-19920413,1201.6,1201.6,都営住宅建設
47667,90789,集落|官衙,奈良|平安,竪穴建物1|掘立柱建物2|土坑9|溝1,1,2,,,縄文土器|土師器|土師質土器|須恵器|灰釉陶器|近世陶磁器|桟瓦|鉄斧|手鎌|刀子|鉄釘|鉄澤,種別：集落　国府\n主な時代：奈良から平安,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市日鋼町1-26,139.467865,35.678078,とうきょうとふちゅうしにっこうちょう,13206,2,354019,1392833,,,19981207-19990331,3153,3153,府中島忠日鋼町店建設
47691,90791,集落,奈良|平安,竪穴建物13|掘立柱建物1|土坑2|溝3,13,1,,,須恵器|土師器|土製品|鉄製品,中・近世の遺構は、きわめて大型の溝が検出されたが、その性格を明らかにできなかった。\n時代 : 奈良から平安,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市宮町,139.481567,35.669109,とうきょうとふちゅうしみやまち,13206,2,,,354016,1392852,20031208-20040216,470,470,集合住宅建設
47702,90792,集落,奈良|平安,竪穴建物5|土坑7,5,,,,石器|土師器|須恵器|（双耳椀など）|瓦（墨書あり）|鉄製品（刀子+鉈尾など）|石製品（砥石）,竪穴住居址は8C中葉から9C前半代のもので、国府集落の外縁部に位置すると考えられる。\n\n主な時代：奈良から平安,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市清水が丘3丁目,139.500671,35.665764,とうきょうとふちゅうししみずがおかさんちょうめ,13206,2,,,,,20110824-20110930,101,101,
47711,90796,集落|官衙,古代(細分不明)|中世(細分不明),竪穴建物64|掘立柱建物6|井戸2|土坑266|溝18ほか,64,6,1,,須恵器|土師器（ハケ目を有する甕|甲斐型の杯など）|陶磁器（常滑|瀬戸|白磁|青磁）|墨書土器（市|倉人）|瓦|石製品（カ帯|砥石|滑石製鍋）|鉄製品（紡錘車|鑷子|小札|鏃|轡|内耳鍋）|銅製品（カ帯|足金具）|銭貨（和同開珎|開元通宝）|土製品（硯|とりべ|鞴羽口|土錘）,沖積微高地上に立地し、集落遺構が主体である。西側至近に東山道武蔵路の推定ラインが通過し、南側に鎌倉街道と現在称される道路が走っている。古代の竪穴住居址多数を検出。明確でないが、中世の建物についても、存在するものと考えられる。\n時代 : 古代から中世\n種別 : 国府,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市緑町1-26-6/7,139.485306,35.673416,とうきょうとふちゅうしみどりちょう,13206,2,,,,,20101001-20110622,1749.94,1749.94,
48140,90797,集落|官衙,古代(細分不明),竪穴建物|溝|道路,1,,,1,土師器|須恵器|瓦|鉄鉗|鏨|鉄鎌|鉄鏃,鉄鉗・鏨の出土から近隣に鍛冶工房の存在が予測される\n種別 : 国府　集落,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市寿町3-5-2,139.474594,35.674141,とうきょうとふちゅうしことぶきちょう,13206,2,354026,1392828,,,20141023-20141226,474,474,集合住宅建設
48167,90798,集落|官衙,古代(細分不明),竪穴建物,1,,,,土師器|須恵器|土製支脚|鉄鎌|石製紡錘車,国府集落の一部の様相が明らかとなった\n種別 : 国府　集落,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市府中町2-18-1,139.482635,35.674839,とうきょうとふちゅうしふちゅうちょう,13206,2,354029,1392856,,,19780615-19781120,1576,1576,住宅建築
48167,90799,集落|官衙,古代(細分不明),墳墓,,,,,,鎌倉街道上道の可能性が考えられる道路が検出された\n種別 : 国府　集落,武蔵国府関連遺跡,むさしこくふかんれんいせき,2,東京都府中市寿町2-3-10,139.475876,35.673176,とうきょうとふちゅうしことぶきちょう,13206,2,354023,1392833,,,19790201-19790314,217,217,住宅建築
48167,90801,集落|官衙,古代(細分不明),竪穴建物,1,,,,須恵器|土師器|瓦|風字硯|鉄製品（焼印|鋏|カコ）|銅製品（蓋）,国府集落の一部の様相が明らかとなった。\n種別 : 国府,武蔵国府関連遺跡,むさしこくふかんれんいせき,3,東京都府中市寿町2-3-9,139.475876,35.673176,とうきょうとふちゅうしことぶきちょう,13206,2,354023,1392832,,,19780811-197810.21,227,227,ビル建設
48167,90802,集落|官衙,古代(細分不明)|中世(細分不明),竪穴建物（古代）|薬研掘り溝（中世）,1,,,,土師器|須恵器|緑釉陶器|瓦|円面硯|鉄製品（鏃|鋤先|鑷子|紡錘車）|石製帯飾|銅製帯金具,国府集落の一部の様相が明らかとなった。\n種別 : 国府,武蔵国府関連遺跡,むさしこくふかんれんいせき,4,東京都府中市府中町1-25-4,139.479599,35.675179,とうきょうとふちゅうしふちゅうちょう,13206,2,354030,1392846,,,19780830-19781206,188,188,ビル建設
48168,90805,集落|官衙,古代(細分不明),竪穴建物33|掘立柱建物1|土坑9|溝2,33,1,,,,武蔵国庁推定地北西側の集落の一部の調査。\n\n種別：集落　国府,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市府中町1-1-5,139.479797,35.672947,とうきょうとふちゅうしふちゅうちょう,13206,2,354022,1392848,,,19781223-19790331,828,828,ビル建設
48169,90806,集落|官衙,古代(細分不明)|中世(細分不明),掘立柱建物2|道路1|溝2|土坑64,,2,,1,,鎌倉街道上道と考えられる道路址が検出された。\n\n種別：集落　国府,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市白糸台3-5,139.514771,35.665546,とうきょうとふちゅうししらいとだい,13206,2,353956,1393054,,,19751210-19780327,9620,9620,道路建設
48170,90809,集落|官衙,古代(細分不明),土壙墓（断面L字形）|土坑,,,,,,種別：集落　国府,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市府中町1-1-4,139.479797,35.672947,とうきょうとふちゅうしふちゅうちょう,13206,2,354022,1392847,,,19781011-19790331,534,534,ビル建設
48171,90814,集落,古代(細分不明),竪穴建物7|土坑33|溝,7,,,,土師器|須恵器|土師質土器|灰釉陶器|緑釉陶器|金属製品|鉄滓,,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市寿町1-4,139.478561,35.673393,とうきょうとふちゅしことぶきちょう,13206,2,354024,1392843,,,19761210-19761221,135,135,医院建設
48171,90817,集落,古代(細分不明),土坑|溝,,,,,須恵器|磁器,土坑群が検出され、国府集落外縁域に展開する墳墓域が検出されたものと考えられる\n時代 : 古代から,武蔵国府関連遺跡,むさしこくふかんれんいせき,2,東京都府中市寿町1-6,139.478607,35.674236,とうきょうとふちゅうしことぶきちょう,13206,2,354025,1392843,,,19761012-19761122,538,538,住宅建築
48171,90820,不明,奈良|平安,土坑,,,,,土錘|銭貨,主な時代：奈良から平安,武蔵国府関連遺跡,むさしこくふかんれんいせき,3,東京都府中市宮町3-1,139.479401,35.669147,とうきょうとふちゅうしみやまち,13206,2,354005,1392846,,,19760530-19760715,428,428,神社建物建設
48171,90821,集落|官衙,古代(細分不明),柵1|土坑1|溝3,,,,,,,武蔵国府関連遺跡,むさしこくふかんれんいせき,4,東京都府中市宮町1-2,139.479477,35.671562,とうきょうとふちゅうしみやまち,13206,2,354018,1392845,,,19760914-19760923,71,71,店舗建設
48171,90822,集落|官衙,古代(細分不明),柵1|土坑1|溝6,,,,,,,武蔵国府関連遺跡,むさしこくふかんれんいせき,5,東京都府中市宮町1-2,139.479477,35.671562,とうきょうとふちゅうしみやまち,13206,2,354016,1392845,,,19760626-19760709,210,210,ビル建設
48171,90823,集落|官衙,古代(細分不明),竪穴建物5|土坑4|溝2,5,,,,土師器（杯）|須恵器（杯|瓶）|ロクロ土師器（杯）|鉄製品（刀子）,,武蔵国府関連遺跡,むさしこくふかんれんいせき,6,東京都府中市宮町1-6,139.481461,35.67123,とうきょうとふちゅうしみやまち,13206,2,354016,1392850,,,19760811-19760827,125,125,ビル建設
48171,90824,集落|官衙,古代(細分不明),掘立柱建物1|井戸6|土坑23|溝4,,1,1,,須恵器（杯|蓋）|墨書土器|瓦|板碑|常滑焼（甕）,,武蔵国府関連遺跡,むさしこくふかんれんいせき,7,東京都府中市宮町1-2,139.479477,35.671562,とうきょうとふちゅしみやまち,13206,2,354017,1392846,,,19761214-19770105,151,151,ビル建設
48171,90825,集落,古代(細分不明),溝1|土坑1,,,,,,,武蔵国府関連遺跡,むさしこくふかんれんいせき,8,東京都府中市片町2-56,139.471237,35.66972,とうきょうとふちゅうしかたまち,13206,2,354010,1392817,,,19760628-19760816,683,683,保育園建築
48175,90826,集落|官衙,古代(細分不明),土坑2,,,,,,,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市若松町2-3-2/-3,139.498352,35.670654,とうきょうとふちゅうしわかまつちょう,13206,2,354014,1392950,,,20150516-20150520,210,210,店舗建設
48178,90827,集落|官衙,古代(細分不明),竪穴建物1|溝2|土坑6,1,,,,須恵器（杯|椀）,,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市緑町1-17-1,139.487213,35.672081,とうきょうとふちゅうしみどりちょう,13206,2,354021,1392912,,,20150728-20150731,102,102,店舗兼集合住宅新築
48180,90828,集落|官衙,古代(細分不明),竪穴建物15|掘立柱建物1|柵2|道路1|溝2|土坑12,15,1,,1,土師器（杯|甕）|須恵器（杯|蓋|瓶）|土師質土器|灰釉陶器（椀）|陶器（甕）|石カ|板碑,,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市日吉町1-1,139.485443,35.663509,とうきょうとふちゅうしひよしちょう,13206,2,353957,1392923,,,20141208-20150417,858,858,競馬場整備
48290,90829,集落|官衙,古代(細分不明),竪穴建物9|土坑2,9,,,,土師器（杯）|ロクロ土師器（杯）|土師質土器（杯）|須恵器（杯）,,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市府中町3-1ほか,139.484787,35.674278,とうきょうとふちゅうしふちゅうちょう,13206,2,,,,,20101115-20110322,1092,1092,
48360,90830,集落|官衙,古代(細分不明),竪穴建物4|土坑7|溝1,4,,,,土師器（盤）|土師質土器（杯）,,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市宮町1-100,139.481461,35.67123,とうきょうとふちゅうしみやまち,13206,2,354018,1392847,,,20131119-20150310,8481,8481,市街地再開発事業
48172,90831,集落|官衙,古代(細分不明),竪穴建物1|柵6,1,,,,土師器（杯）|須恵器（杯|瓶）,,武蔵国府関連遺跡　　梅沢ビル地区　M35第1次,むさしこくふかんれんいせき,19,東京都府中市美好町1-1-8,139.473343,35.673,とうきょうとふちゅうしみよしちょう,13206,2,354022,1392824,,,19791116-19791207,89,89,ビル建設
62551,90832,集落|官衙,古代(細分不明),竪穴建物1|柵6,1,,,,土師器（杯）|須恵器（杯|瓶）,,武蔵国府関連遺跡　（仮称）ミオカステーロ府中緑町Ⅱ新築工事地区　第1709次,むさしこくふかんれん遺跡,,東京都府中市緑町1-17-13他,139.487213,35.672081,とうきょうとふちゅうしみどりちょう1-17-13ほか,13206,2,354019,1392914,,,20150916-20151030,798,798,共同住宅建設
48172,90833,集落|官衙,古代(細分不明),竪穴建物1|土坑1|溝1,1,,,,須恵器（杯|皿）,,武蔵国府関連遺跡　（仮称）小杉ビル地区　V8第3次・V9第2次,むさしこくふかんれんいせき,14,東京都府中市白糸台5-21-2,139.512299,35.663448,とうきょうとふちゅうししらいとだい,13206,2,353949,1393044,,,19790623-19790728,228,228,ビル建設
47680,90834,集落|官衙,古代(細分不明),竪穴建物2|土坑3,2,,,,土師器（甕）|須恵器（壺）|墨書土器（杯）,,武蔵国府関連遺跡　（仮称）西府町4丁目開発予定地地区　第1079次,むさしこくふかんれんいせき,20,東京都府中市西府町4-8-3,139.453583,35.677418,とうきょうとふちゅうし,13206,2,,,,,19991029-19991108,26.9,26.9,建物新築
47680,90835,集落|官衙,古代(細分不明),竪穴建物1|掘立柱建物1|土坑2,1,1,,,土師器（杯）|須恵器（杯）,,武蔵国府関連遺跡　（仮称）白糸台6丁目27-1他開発行為地区　第1074次,むさしこくふかんれんいせき,25,東京都府中市白糸台6-27-1ほか,139.51767,35.662426,とうきょうとふちゅうし,13206,2,,,,,19990913-19991109,353,353,建物新築
47687,90836,集落|官衙,古代(細分不明),竪穴建物2|土坑3,2,,,,土師器|須恵器,,武蔵国府関連遺跡　（有）アキオー地区　第925次,むさしこくふかんれんいせき,16,東京都府中市白糸台4-17-20,139.511002,35.663853,とうきょうとふちゅうししらいとだい,13206,2,,,353939,1393052,19961022-19961022,61.8,61.8,店舗
47694,90837,集落|官衙,古代(細分不明),竪穴建物2|土坑1,2,,,,,,武蔵国府関連遺跡　（有）石井工務店地区　第709次,むさしこくふかんれんいせき　ゆうげんがいしゃいしいこうむてん,29,東京都府中市美好町3-12-6,139.46579,35.670643,とうきょうとふちゅうしみよしちょう,13206,2,,,354012,1392756,19921202-19930127,149,149,社屋建設
47712,90838,集落|官衙,古代(細分不明),土坑2,,,,,,,武蔵国府関連遺跡　1435.T次,むさしこくふかんれんいせき,1,東京都府中市本町1-14,139.477905,35.666298,とうきょうとふちゅうしほんまち,13206,2,,,,,20081020-20090410,6100,6100,
47711,90839,集落|官衙,古代(細分不明),掘立柱建物2|土坑3,,2,,,須恵器（蓋）,,武蔵国府関連遺跡　1487.T次,むさしこくふかんれんいせき,1,東京都府中市緑町1-14-3,139.48468,35.672794,とうきょうとふちゅうしみどりちょう,13206,2,,,,,20100301-20100531,1444,1444,
47685,90840,集落|官衙,古代(細分不明),竪穴建物2|土坑1,2,,,,土師器（甕）|須恵器（杯|皿）|灰釉陶器（皿）,,武蔵国府関連遺跡　Bell Katamachi地区　第337次,むさしこくふかんれんいせき,51,東京都府中市片町2-9-5/2-9-6,139.471298,35.670128,とうきょうとふちゅうし,13206,2,,,,,19860916-19861101,169.1,169.1,建物新築等
47710,90841,集落|官衙,古代(細分不明),竪穴建物1|柵1|溝2|土坑3,1,,,,須恵器（杯）|灰釉陶器（椀）,,武蔵国府関連遺跡　BRECIA西府Residence地区　第1413次,むさしこくふかんれんいせき,10,東京都府中市西府町2-12-6ほか,139.456467,35.673904,とうきょうとふちゅうしにしふちょう,13206,2,,,354025.24,1392722.66,20080318-20080502,399.4,399.4,
47687,90842,集落|官衙,古代(細分不明),竪穴建物26|掘立柱建物2|土坑36|溝2,26,2,,,墨書土器|土師器（杯）|須恵器（杯）|土師質土器（杯）|灰釉陶器（椀|瓶）|刀装具|石鏃|木製椀,,武蔵国府関連遺跡　COVENTO GARDON地区　第913次,むさしこくふかんれんいせき,43,東京都府中市府中町2-3-7,139.482437,35.672024,とうきょうとふちゅうしふちゅうちょう,13206,2,,,354007,1392910,19960902-19961025,112.5,112.5,共同住宅
47673,90843,集落|官衙,古代(細分不明),竪穴建物1|掘立柱建物3|土坑8,1,3,,,土師器（杯）|須恵器（蓋|壺）,,武蔵国府関連遺跡　CUBE　103地区　第1010次,むさしこくふかんれんいせき,45,東京都府中市本町2-19-4,139.476395,35.666725,とうきょうとふちゅうし,13206,2,,,,,19980617-19980808,67,67,建物新築
48109,90844,集落|官衙,古代(細分不明),竪穴建物7|柵2|道路2|土坑36|溝5,7,,,1,土師器（甕）|須恵器（杯|椀）|土師質土器（皿）|墨書土器（貞）,,武蔵国府関連遺跡　DYNAX地区　第1521次,むさしこくふかんれんいせき　だいなっくすちく,32,東京都府中市府中町1-20-4,139.481613,35.674484,とうきょうとふちゅうしふちゅうちょういちのにじゅうのよん,13206,2,,,354027,1392854,20101013-20101118,137.2,137.2,
48036,90845,集落|官衙,古代(細分不明),竪穴建物2|土坑3,2,,,,,,武蔵国府関連遺跡　ESPERANZA地区　第1471次,むさしこくふかんれんいせき　えすぺらんさちく,30,東京都府中市本宿町2-1-1の一部/2/5,139.463226,35.672245,とうきょうとふちゅうしほんしゅくちょうにのいちのいちのいちぶ　に　ご,13206,2,,,354019,1392748,20090924-20091113,433.7,433.7,
47673,90846,集落|官衙,古代(細分不明),土坑1,,,,,,,武蔵国府関連遺跡　Fleste　五十嵐地区　第1012次,むさしこくふかんれんいせき,6,東京都府中市宮西町3-20-3,139.476089,35.671448,とうきょうとふちゅうし,13206,2,,,,,19980620-19980813,147.1,147.1,建物新築
48109,90847,集落|官衙,古代(細分不明),竪穴建物1|土坑6,1,,,,須恵器（杯）,,武蔵国府関連遺跡　FUCHU TERRACE HACHIMANCHO地区　第1518次,むさしこくふかんれんいせき　ふちゅうてらすはちまんちょうちく,29,東京都府中市八幡町1-6-1,139.484833,35.670204,とうきょうとふちゅうしはちまんちょういちのろくのいち,13206,2,,,354012,1392904,20100913-20101018,148.6,148.6,
48109,90848,集落|官衙,古代(細分不明),竪穴建物1|土坑5|溝1,1,,,,,,武蔵国府関連遺跡　FUCHU TERRACE MIDORICHO地区　第1503次,むさしこくふかんれんいせき　ふちゅうてらすみどりちょうちく,14,東京都府中市緑町1-8-1,139.48674,35.671211,とうきょうとふちゅうしみどりちょういちのはちのいち,13206,2,,,354016,1392910,20100607-20100903,651.3,651.3,
47687,90849,集落|官衙,古代(細分不明),竪穴建物4|土坑18|溝1,4,,,,土師器（杯）|須恵器（杯）,,武蔵国府関連遺跡　G CLEF地区　第940次,むさしこくふかんれんいせき,41,東京都府中市府中町2-2-4,139.482162,35.672478,とうきょうとふちゅうしふちゅうちょう,13206,2,,,354010,1392907,19961216-19970324,297.1,297.1,共同住宅
47685,90850,集落|官衙,古代(細分不明),土坑1,,,,,,,武蔵国府関連遺跡　GAST HAUS地区　第323次,むさしこくふかんれんいせき,39,東京都府中市府中町1-26-17,139.480347,35.675419,とうきょうとふちゅうし,13206,2,,,,,19860613-19860731,157.9,157.9,建物新築等
48109,90851,集落|官衙,古代(細分不明),道路1|溝1,,,,1,瓦|打製石斧,,武蔵国府関連遺跡　GLORIA K地区　第1507次,むさしこくふかんれんいせき　ぐろりあけいちく,18,東京都府中市清水が丘3-23-9,139.503738,35.666531,とうきょうとふちゅうししみずがおかさんのにじゅうさんのきゅう,13206,2,,,353959,1393013,20100716-20100728,96.5,96.5,
48036,90853,集落|官衙,古代(細分不明),溝2|土坑9,,,,,土師器（盤状杯|甕）|須恵器（杯）,大量出土銭2基　計約150000枚,武蔵国府関連遺跡　HondaCars　東京中央府中店地区　第1447次,むさしこくふかんれんいせき　ほんだかーず　とうきょうちゅうおうふちゅうてんちく,5,東京都府中市緑町,139.49263,35.67112,とうきょうとふちゅうしみどりちょう,13206,2,,,354015,1392923,20090507-20090629,578.9,578.9,
47685,90854,集落|官衙,古代(細分不明),井戸1|土坑14,,,1,,土師質土器（杯）|瓦|陶磁器|緑泥片岩|銭貨（寛永通宝）,,武蔵国府関連遺跡　Hotel　Continental地区　第244次ほか,むさしこくふかんれんいせき,41,東京都府中市府中町1-5-1,139.481735,35.672295,とうきょうとふちゅうし,13206,2,,,,,19840609-19860717,647,647,建物新築等
