総覧ID,総覧抄録ID,種別,時代,主な遺構,住居,掘立,井戸,道路,主な遺物,特記事項,遺跡名,遺跡名かな,本内順位,遺跡所在地,lon,lat,所在地ふりがな,市町村コード,遺跡番号,北緯（日本測地系）,東経（日本測地系）,北緯（世界測地系）,東経（世界測地系）,調査期間,調査面積,調査面積2,調査原因
47672,91835,集落,奈良|平安,竪穴建物|掘立柱建物3|土坑9|溝1,1,3,,,,竪穴建物跡から円面硯片が出土した。,武蔵国府関連遺跡　清田五郎宅地区　第229次,むさしこくふかんれんいせき,25,東京都府中市府中町2-10-12,139.482101,35.67421,とうきょうとふちゅうし,13206,2,,,,,19831117-19831228,158.5,158.5,建物新築
47673,91836,集落,奈良|平安,竪穴建物5|柵1|土坑4|溝1,5,,,,,,武蔵国府関連遺跡　西村信行宅地区　第1019次,むさしこくふかんれんいせき,8,東京都府中市宮西町5-24-26,139.47612,35.669006,とうきょうとふちゅうし,13206,2,,,,,19980722-19980826,73.5,73.5,建物新築
47710,91837,集落,縄文|奈良|平安,竪穴建物2|掘立柱建物1|溝1,2,1,,,,第IV層上面より縄文土器が若干量出土した。,武蔵国府関連遺跡　西府地区　第1426次,むさしこくふかんれんいせき,23,東京都府中市本宿町1-38,139.456833,35.670593,とうきょうとふちゅうしほんしゅくちょう,13206,2,,,,,20080805-20080811,32,32,試掘・確認調査
48036,91838,集落,奈良|平安,竪穴建物2|掘立柱建物1|土坑2|溝1,2,1,,,,,武蔵国府関連遺跡　西府町2丁目開発地区　第1466次,むさしこくふかんれんいせき　にしふちょうにちょうめかいはつちく,25,東京都府中市西府町2-3-1/およびほか4筆,139.458282,35.674179,とうきょうとふちゅうしにしふちょうにのさんのいち　およびほかよんふで,13206,2,,,354026,1392730,20090916-20091001,92.1,92.1,
47679,91839,集落,奈良|平安,竪穴建物8|掘立柱建物8 |土坑11|溝7,8,8,,,,国衙北東側の、大溝により区画された約2町四方の区画施設の南側大溝の一部が検出された。,武蔵国府関連遺跡　青沼勝弘宅地区　第971次,むさしこくふかんれんいせき,20,東京都府中市白糸台6-5-9,139.519836,35.663036,とうきょうとふちゅうし,13206,,,,,,19970715-19970906,122,122,建物新築
47694,91840,集落,奈良|平安,墳墓1,,,,,,火葬墓を検出、土師器の武蔵型甕2個を合わせ口にして、横位に置くものである。,武蔵国府関連遺跡　青祥ヒルズ地区　第684次,むさしこくふかんれんいせき　せいしょうひるず,41,東京都府中市片町1-6-1,139.470322,35.671543,とうきょうとふちゅうしかたまち,13206,2,,,354015,1392813,19920617-19920807,168.9,168.9,集合住宅建設
47678,91841,集落,奈良|平安,土坑3,,,,,,主な時代：奈良　平安,武蔵国府関連遺跡　石川ビル地区　第256次,むさしこくふかんれんいせき,6,東京都府中市美好町1-1-18,139.473343,35.673,とうきょうとふちゅうし,13206,2,,,,,19841217-19841226,113.1,113.1,建物新築
47695,91842,集落,奈良|平安,竪穴建物11 |掘立柱建物6 |柵1 |土坑8 |溝2 |その他の遺構3,11,6,,,,掘立柱建物跡で、身舎が2間×2間の正方形に近いもので、それに四面廂（北西柱穴は未検出）が付く堂などに近い構造の建物が検出された。,武蔵国府関連遺跡　石沢日出夫宅地区　第759次,むさしこくふかんれんいせき　いしざわひでおたく,1,東京都府中市宮西町1-25-1,139.477264,35.671631,とうきょうとふちゅうしみやにしちょう,13206,2,,,354016,1392837,19931012-19931104,96,96,個人住宅建設
47695,91843,集落,奈良|平安,土坑2 |溝1,,,,,,,武蔵国府関連遺跡　川辺和雄宅地区　第746次,むさしこくふかんれんいせき　かわべかずおたく,9,東京都府中市宮町2-16-8,139.48143,35.669746,とうきょうとふちゅうしみやまち,13206,2,,,354009,1392853,19930616-19930731,84.5,84.5,個人住宅建設
47687,91844,集落,奈良|平安,竪穴建物7 |掘立柱建物1 |土坑3| 溝2,7,1,,,,,武蔵国府関連遺跡　船田勍次・昌子宅地区　第942次,むさしこくふかんれんいせき,25,東京都府中市八幡町3-2-33,139.490967,35.669712,とうきょうとふちゅうしはちまんちょう,13206,2,,,354000,1392938,19970107-19970310,63.5,63.5,個人住宅
47695,91845,集落,奈良|平安,墳墓4 土坑54 溝3,,,,,,溝M66SD2・3は、旧甲州街道に並行する、中世の所産と考えられる大型溝である。,武蔵国府関連遺跡　前田就平宅地区　第766次,むさしこくふかんれんいせき　まえだしゅうへいたく,26,東京都府中市美好町1-30-13,139.468567,35.672745,とうきょうとふちゅうしみよしちょう,13206,2,,,354020,1392808,19931222-19940305,124.9,124.9,個人住宅建設
47686,91846,集落,奈良|平安,掘立柱建物3 |墳墓1 |土坑10 |溝4 |その他の遺構1,,3,,,,国衙北西側の、約2町四方の区画内に位置し、掘立柱建物跡3棟が東側柱通りを揃えて建てられていた。調査地区南側で土取り跡を検出。,武蔵国府関連遺跡　前田友一宅地区　第878次,むさしこくふかんれんいせき,27,東京都府中市美好町2-49-3,139.466614,35.677605,とうきょうとふちゅうしみよしちょう,13206,2,,,354027,1392811,19960124-19960201,152.6,152.6,個人住宅
47694,91847,集落,奈良|平安,溝1,,,,,,,武蔵国府関連遺跡　倉林ビル地区　第675次,むさしこくふかんれんいせき　くらばやしびる,33,東京都府中市府中町2-3-3,139.482437,35.672024,とうきょうとふちゅうしふちゅうちょう,13206,2,,,354017,1392856,19920417-19920619,314.3,314.3,店舗兼集合住宅建設
47680,91848,集落,奈良|平安,土坑2 |溝6,,,,,,,武蔵国府関連遺跡　相原博宅地区　第1064次,むさしこくふかんれんいせき,27,東京都府中市八幡町1-14-4,139.484116,35.668598,とうきょうとふちゅうし,13206,2,,,,,19990730-19991002,185.1,185.1,建物新築
47647,91849,官衙,奈良|平安,竪穴建物2 |井戸1 |土坑6 |溝1 |その他の遺構4,2,,1,,,井戸跡N71SE1は中世以降の所産であるが、覆土上層から多磨寺に関わると考えられる古代の瓦が多量に出土した。,武蔵国府関連遺跡　村越ビル地区　第28次,むさしこくふかんれんいせき,2,東京都府中市宮町1-3,139.479919,35.671631,とうきょうとふちゅうしみやまち,13206,2,,,,,19771011-19771110,170.9,170.9,
47679,91850,集落,奈良|平安,墳墓1|土坑2|その他の遺構2,,,,,,古墳の周溝が検出された。L43SX2は、古墳の周溝に切られる遺構で、竪穴建物の可能性が考えられる、古墳時代前期の遺構である。,武蔵国府関連遺跡　村内BMW府中ショールーム地区　第966次,むさしこくふかんれんいせき,49,東京都府中市緑町3-11-7,139.491806,35.670799,とうきょうとふちゅうし,13206,2,,,,,19970624-19970903,1306.9,1306.9,建物新築
62556,91851,集落,奈良|平安,道路2|土坑1|溝4|その他の遺構7,,,,1,,東西方向の道路跡が検出された,武蔵国府関連遺跡　多摩信用金庫府中支店地区　第1619次,むさしこくふかんれん遺跡,,東京都府中市宮西町1-5-1他,139.478882,35.671482,とうきょうとふちゅうしみやにしちょう1-5-1ほか,13206,2,354018,1392844,,,20121218-20130430,644.5,644.5,店舗建設
47686,91852,集落,奈良|平安,掘立柱建物3|その他の遺構1,,3,,,,,武蔵国府関連遺跡　多摩川線管理所地区　第871次,むさしこくふかんれんいせき,21,東京都府中市白糸台2-71-6,139.509613,35.665924,とうきょうとふちゅうししらいとだい,13206,2,,,353948,1393047,19951113-19951204,22.2,22.2,その他建物
48036,91853,集落,奈良|平安,竪穴建物1|掘立柱建物1|柵1|土坑4,1,1,,,,釘抜き上の鉄製品が出土,武蔵国府関連遺跡　多磨霊園駅地区　第1482次,むさしこくふかんれんいせき　たまれいえんえきちく,40,東京都府中市清水が丘3-26-11,139.502777,35.665592,とうきょうとふちゅうししみずがおかさんのにじゅうろくのじゅういち,13206,2,,,353956,1393012,20091221-20100318,25.8,25.8,
47687,91854,集落,奈良|平安,竪穴建物6|土坑1|溝2|その他の遺構1,6,,,,,竪穴建物より銅製のハバキ風の銅製品出土,武蔵国府関連遺跡　大久保多摩古紙センター地区　第929次,むさしこくふかんれんいせき,31,東京都府中市美好町2-28-4,139.466843,35.674973,とうきょうとふちゅうしみよしちょう,13206,2,,,354024,1392809,19961029-19961130,81.7,81.7,店舗
47695,91855,集落,奈良|平安,竪穴建物1|柵1|道路1|土坑１|溝１|その他の遺構１,1,,,1,,,武蔵国府関連遺跡　大国ビル　オウズ御殿山地区　第730次,むさしこくふかんれんいせき　おおくにびる　おうずごてんやま,39,東京都府中市本町1-12-2,139.478119,35.667206,とうきょうとふちゅうしほんまち,13206,2,,,354000,1392840,19930330-19930716,550.1,550.1,集合住宅建設
47687,91856,官衙,奈良|平安,竪穴建物2|土坑3|溝8|その他の遺構11,2,,,,,,武蔵国府関連遺跡　大国魂神社参集殿増改築地区　第875次,むさしこくふかんれんいせき,7,東京都府中市宮町3-1-1,139.479401,35.669147,とうきょうとふちゅうしみやまち,13206,2,,,354005,1392907,19960108-19960719,346.3,346.3,神社
47685,91857,官衙,奈良|平安,その他の遺構3,,,,,,,武蔵国府関連遺跡　大国魂神社相撲場地区　第312次,むさしこくふかんれんいせき,18,東京都府中市宮町3-1,139.479401,35.669147,とうきょうとふちゅうし,13206,2,,,,,19860515-19860521,88.2,88.2,建物新築等
47686,91858,集落,奈良|平安,竪穴建物2|掘立柱建物1,2,1,,,,,武蔵国府関連遺跡　大黒屋地区　第849次,むさしこくふかんれんいせき,4,東京都府中市宮町1-21-7,139.482117,35.671223,とうきょうとふちゅうしみやまち,13206,2,,,354006,1392907,19950620-19950830,186.6,186.6,店舗
48034,91859,集落,奈良|平安,道路1,,,,1,,東西方向の道路跡を検出,武蔵国府関連遺跡　大川ビル地区　第0092次,むさしこくふかんれんいせき　おおかわびるちく,4,東京都府中市府中町1-24-1,139.480103,35.674976,とうきょうとふちゅうしふちゅうちょういちのにじゅうよんのいち,13206,2,,,354027,1392847,19791212-19800320,404,404,
47686,91860,集落,奈良|平安,竪穴建物4,4,,,,,,武蔵国府関連遺跡　大津正典宅地区　第837次,むさしこくふかんれんいせき,37,東京都府中市府中町2-10-3,139.482101,35.67421,とうきょうとふちゅうしふちゅうちょう,13206,2,,,354015,1392907,19950424-19950520,96.8,96.8,個人住宅
47680,91861,集落,奈良|平安,土坑4,,,,,,縄文時代の土坑1基と古代の土坑3基が検出された。,武蔵国府関連遺跡　大房信明・啓子宅地区　第1061次,むさしこくふかんれんいせき,46,東京都府中市片町2-23-18,139.469925,35.669403,とうきょうとふちゅうし,13206,2,,,,,19990705-19990722,61.3,61.3,建物新築等
48036,91862,集落,奈良|平安,竪穴建物3|土坑1,3,,,,,,武蔵国府関連遺跡　大國魂神社インフラ整備・切廻地区　第1457次,むさしこくふかんれんいせき　おおくにたまじんじゃいんふらせいび　きりまわしちく,15,東京都府中市宮町3-1-1,139.479401,35.669147,とうきょうとふちゅうしみやまちさんのいちのいち,13206,2,,,354002,1392844,20090713-20091120,289.4,289.4,保存目的調査
48036,91863,集落,奈良|平安,溝1|その他の遺構4,,,,,,,武蔵国府関連遺跡　大國魂神社インフラ整備・切廻立会地区　第1457.T次,むさしこくふかんれんいせき　おおくにたまじんじゃいんふらせいび　きりまわしたちあいちく,16,東京都府中市宮町3-1-1,139.479401,35.669147,とうきょうとふちゅうしみやまちさんのいちのいち,13206,2,,,354002,1392844,20090713-20091120,217.7,217.7,保存目的調査
47695,91864,集落,奈良|平安,土坑3,,,,,,,武蔵国府関連遺跡　大國魂神社境内ケーブル埋設ほか立会調査地区　第740.T次,むさしこくふかんれんいせき　おおくにたまじんじゃけいだいけーぶるまいせつほかたちあいちょうさ,12,東京都府中市宮町3-1,139.479401,35.669147,とうきょうとふちゅうしみやまち,13206,2,,,354006,1392846,19930524-19940317,151.2,151.2,埋設管敷設
48109,91865,集落,奈良|平安,竪穴建物1|土坑1|溝1,1,,,,,,武蔵国府関連遺跡　大國魂神社斎館地区　第1486次,むさしこくふかんれんいせき　おおくにたまじんじゃさいかんちく,1,東京都府中市宮町3-1-1,139.479401,35.669147,とうきょとふちゅうしみやまちさんのいちのいち,13206,2,,,354004,1392846,20100208-20100422,167.4,167.4,
48109,91866,集落,奈良|平安,掘立柱建物1|柵3|土坑1|その他の遺構1,,1,,,,,武蔵国府関連遺跡　大國魂神社随神門地区　第1496次,むさしこくふかんれんいせき　おおくにたまじんじゃずいじんもんちく,8,東京都府中市宮町3-1-1,139.479401,35.669147,とうきょうとふちゅうしみやまちさんのいちのいち,13206,2,,,354005,1392844,20100517-20100608,241.6,241.6,
48036,91867,集落,奈良|平安,土坑4|その他の遺構5,,,,,,,武蔵国府関連遺跡　大國魂神社倉庫他地区　第1448次,むさしこくふかんれんいせき　おおくにたまじんじゃそうこほかちく,6,東京都府中市宮町3-1-1,139.479401,35.669147,とうきょうとふちゅうしみやまちさんのいちのいち,13206,2,,,354000,1392847,20090519-20090625,166.8,166.8,保存目的調査
47675,91868,集落,奈良|平安,竪穴建物2|土坑3|溝1,2,,,,,,武蔵国府関連遺跡　第1001次,むさしこくふかんれんいせき,1,東京都府中市宮西町1-2-1ほか,139.478958,35.672001,とうきょうとふちゅうしみやにしちょう,13206,2,,,,,19980408-19980618,472.9,472.9,建物新築
47683,91869,集落,奈良|平安,竪穴建物5|土坑1|その他の遺構1,5,,,,,オンドル風の煙道部がL字に屈曲する竈を検出,武蔵国府関連遺跡　第1028次,むさしこくふかんれんいせき,1,東京都府中市日鋼町1-4ほか,139.467865,35.678078,とうきょうとふちゅうしにっこうちょう,13206,2,354027,1392835,,,20020905-20021220,1171.1,1171.1,ケーズデンキ府中本店建設
47682,91870,集落,奈良|平安,竪穴建物5|土坑2|溝2|その他の遺構1,5,,,,,裏金具も伴う銅製帯飾りの鉈尾を検出,武蔵国府関連遺跡　第1038次・第1056-1次・第1056-2次・第1088次,むさしこくふかんれんいせき,1,東京都府中市日吉町,139.485535,35.66346,とうきょうとふちゅうしひよしちょう,13206,2,,,,,19981214-19990331ほか,8200,8200,東京競馬場馬場内投票所新築工事
47689,91871,集落,奈良|平安,土坑11|その他の遺構2,,,,,,,武蔵国府関連遺跡　第1083次,むさしこくふかんれんいせき,1,東京都府中市宮町1丁目地内,139.481461,35.67123,とうきょうとふちゅうしみやまちいっちょうめちない,13206,2,,,354011,1392853,19991124-20000331,280,280,道路拡幅
47690,91872,集落,奈良|平安,土坑2,,,,,,,武蔵国府関連遺跡　第1085次,むさしこくふかんれんいせき,4,東京都府中市本町1丁目から宮西町1丁目/3丁目,139.478043,35.668533,とうきょうとふちゅうしほんまちいっちょうめからみやにしちょういっちょうめ　さんちょうめ,13206,2,,,354019,1392834,19991129-20000315,570,570,道路拡幅
47690,91873,集落,奈良|平安,竪穴建物1|道路1|土坑4|溝3|その他の遺構2,1,,,1,,南北道路を検出,武蔵国府関連遺跡　第1115次,むさしこくふかんれんいせき,2,東京都府中市宮西町1丁目/寿町2丁目,139.478958,35.672001,とうきょうとふちゅうしみやにしちょういっちょうめ　ことぶきちょうにちょうめ,13206,2,,,354023,1392831,20000725-20010315,804,804,道路拡幅
47689,91874,集落,奈良|平安,竪穴建物2|掘立柱建物1|土坑5|その他の遺構2,2,1,,,,,武蔵国府関連遺跡　第1117次,むさしこくふかんれんいせき,2,東京都府中市宮町1丁目地内,139.481461,35.67123,とうきょうとふちゅうしみやまちいっちょうめちない,13206,2,,,354011,1392853,20000807-20010315,323,323,道路拡幅
47688,91875,集落,奈良|平安,竪穴建物11|土坑1|その他の遺構1,11,,,,,SI11より二彩の小壺の蓋が出土。古墳時代前期の竪穴建物を検出,武蔵国府関連遺跡　第1157次・第1197次・第1216次・第1239T次,むさしこくふかんれんいせき,1,東京都府中市日吉町,139.485535,35.66346,とうきょうとふちゅうしひよしちょう,13206,2,,,,,200107802-20010925ほか,4700,4700,東京競馬場スタンド改築第2期工事
47685,91876,集落,奈良|平安,竪穴建物2|柵1|その他の遺構3,2,,,,,,武蔵国府関連遺跡　第12東菱ビル地区　第321次,むさしこくふかんれんいせき,27,東京都府中市美好町1-18-10,139.470093,35.673279,とうきょうとふちゅうし,13206,2,,,,,19860610-19860802,29.5,29.5,建物新築等
47693,91877,集落,奈良|平安,その他の遺構74,,,,,,,武蔵国府関連遺跡　第1356次,むさしこくふかんれんいせき,1,東京都府中市美好町2-51-2,139.467285,35.678741,とうきょうとふちゅうしみよしちょう,13206,2,,,354041,1392802,20070122-20070514,2000.4,2000.4,市営住宅建て替え
47705,91878,集落,奈良|平安,竪穴建物1|土坑5,1,,,,,竪穴建物から銅製の足金物が出土,武蔵国府関連遺跡　第1435.T次,むさしこくふかんれんいせき,1,東京都府中市本町1丁目14,139.477905,35.666298,とうきょうとふちゅうしほんまちいっちょうめ,13206,2,,,353957,1392841,20091013-20110228,6900,6900,保存目的調査
47701,91880,集落,奈良|平安,竪穴建物1,1,,,,,,武蔵国府関連遺跡　第1532次,むさしこくふかんれんいせき　だいせんごひゃくさんじゅうにじ,1,東京都府中市本町1-14-1,139.477905,35.666298,とうきょうとふちゅうしほんまち,13206,2,,,353958.75,1392838.74,20110112-20110228,4.6,4.6,徳川家康御殿関連井戸跡の保存目的の確認調査
47703,91881,集落,奈良|平安,道路1|溝1|その他の遺構1,,,,1,,,武蔵国府関連遺跡　第1535次,むさしこくふかんれんいせき,2,東京都府中市片町3丁目5,139.472382,35.667767,とうきょうとふちゅうしかたまちさんちょうめ,13206,2,,,354006.2,1392820.95,20110203-20110307,34.2,34.2,
47703,91882,集落,奈良|平安,竪穴建物3|土坑2|その他の遺構6,3,,,,,竪穴建物から銅製の帯飾りの丸鞆が出土,武蔵国府関連遺跡　第1536次,むさしこくふかんれんいせき,1,東京都府中市寿町2丁目6,139.477097,35.674042,とうきょうとふちゅうしことぶきちょうにちょうめ,13206,2,,,354027.19,1392837.11,20110209-20110311,135.5,135.5,
47707,91883,集落,奈良|平安,竪穴建物2|掘立柱建物1|柵1|土坑1|その他の遺構4,2,1,,,,,武蔵国府関連遺跡　第1554次,むさしこくふかんれんいせき,1,東京都府中市宮西町1丁目地内,139.47757,35.67189,とうきょうとふちゅうしみやにしちょういっちょうめちない,13206,2,,,360504,1365802,20110617-20110928,311,311,
47706,91884,集落,奈良|平安,土坑1|溝2,,,,,,,武蔵国府関連遺跡　第1558次,むさしこくふかんれんいせき,1,東京都府中市白糸台6丁目3地先,139.519287,35.663471,とうきょうとふちゅうししらいとだいろくちょうめ,13206,2,,,353936,1393122,20110712-20110830,406.7,406.7,
47703,91885,集落,奈良|平安,その他の遺構2,,,,,,,武蔵国府関連遺跡　第1566次,むさしこくふかんれんいせき,3,東京都府中市片町3丁目-5,139.472382,35.667767,とうきょうとふちゅうしかたまちさんちょうめ,13206,2,,,354004.88,1392819.73,20110807-20110916,180.2,180.2,
47704,91886,集落,奈良|平安,竪穴建物4,4,,,,,,武蔵国府関連遺跡　第1570次,むさしこくふかんれんいせき,1,東京都府中市西府町5丁目20地先,139.452332,35.67482,とうきょうとふちゅうしにしふちょうごちょうめ,13206,2,,,354030.31,1392708.9,20110912-20111222,370,370,
48181,91887,集落,奈良|平安,竪穴建物3|墳墓2|土坑3|溝1|その他の遺構3,3,,,,,,武蔵国府関連遺跡　第1595次,むさしこくふかんれんいせき,11,東京都府中市宮町1-35-2/36-3/-4,139.483337,35.670673,とうきょうとふちゅうしみやまち,13206,2,354013,1392859,,,20120508-20120628,140,140,住宅建築
48181,91888,集落,奈良|平安,土坑4,,,,,,,武蔵国府関連遺跡　第1596次,むさしこくふかんれんいせき,12,東京都府中市八幡町2-15-6,139.487717,35.667786,とうきょうとふちゅうしはちまんちょう,13206,2,354005,1392915,,,20120517-20120525,10,10,住宅建築
48181,91889,集落,奈良|平安,竪穴建物1|道路1|土坑1|その他の遺構1,1,,,1,,近世の東西方向の道路を検出,武蔵国府関連遺跡　第1597次,むさしこくふかんれんいせき,13,東京都府中市白糸台4-25-9,139.509018,35.66346,とうきょうとふちゅうししらいとだい,13206,2,353948,1393031,,,20120518-20120531,34,34,住宅建築
48181,91890,集落,奈良|平安,土坑1|その他の遺構1,,,,,,硬化面の広がりが検出された,武蔵国府関連遺跡　第1598次,むさしこくふかんれんいせき,26,東京都府中市清水が丘2-1-3,139.49498,35.667568,とうきょうとふちゅうししみずがおか,13206,2,354003,1392941,,,20120524-20120613,52,52,住宅兼店舗建設
47685,91891,官衙,奈良|平安,溝1|その他の遺構3,,,,,,国衙南辺大溝の一部が検出された。,武蔵国府関連遺跡　第15三ツ木ビル地区　第342次,むさしこくふかんれんいせき,16,東京都府中市宮町2-15-12,139.481064,35.669773,とうきょうとふちゅうし,13206,2,,,,,19861028-19861126,78.9,78.9,建物新築等
48181,91892,集落,奈良|平安,竪穴建物6|掘立柱建物1|土坑3|その他の遺構2,6,1,,,,,武蔵国府関連遺跡　第1600次,むさしこくふかんれんいせき,14,東京都府中市宮西町3-13-2/-7,139.474335,35.671619,とうきょうとふちゅうしみやにしちょう,13206,2,354018,1392828,,,20120528-20120629,144,144,住宅建築
48181,91893,集落,奈良|平安,その他の遺構0,,,,,,古墳の周溝の一部が検出された,武蔵国府関連遺跡　第1601次,むさしこくふかんれんいせき,15,東京都府中市宮町2-22-3,139.481735,35.668655,とうきょうとふちゅうしみやまち,13206,2,354006,1392828,,,20120607-20120712,236,236,住宅建築
48181,91894,集落,奈良|平安,竪穴建物4|溝4|その他の遺構1,4,,,,,深い遺構は建物基礎との関係で掘り切れていなものがある,武蔵国府関連遺跡　第1602次,むさしこくふかんれんいせき,16,東京都府中市宮西町3-16-1,139.474274,35.671185,とうきょうとふちゅうしみやにしちょう,13206,2,354016,1392828,,,20120619-20120928,542,542,住宅建築
48181,91996,集落,奈良|平安,竪穴建物4|土坑11|溝2,4,,,,,布目瓦48点が出土した。,武蔵国府関連遺跡　第1604次,むさしこくふかんれんいせき,17,東京都府中市八幡町1-3-1,139.484329,35.670811,とうきょうとふちゅうしはちまんちょう,13206,2,354015,1392902,,,20120702-20120809,161,161,住宅建築
48181,91997,集落,奈良|平安,道路1|土坑4|溝2,,,,1,,東山道武蔵路の両側溝が検出された。,武蔵国府関連遺跡　第1605.T次,むさしこくふかんれんいせき,19,東京都府中市白糸台1-5-8/-9/-22/-23/-32/-26の一部,139.491653,35.669102,とうきょうとふちゅうししらいとだい,13206,2,354004,1393022,,,20120705-20120705,11,11,住宅建築
48181,91998,集落,奈良|平安,竪穴建物11|掘立柱建物2|地下式横穴墓1|土坑6|溝2|不明遺構1,11,2,,,,竪穴建物跡から奈良三彩の小破片が出土した。,武蔵国府関連遺跡　第1605次,むさしこくふかんれんいせき,18,東京都府中市美好町3-8-4/-5/10-24,139.46669,35.670364,とうきょうとふちゅうしみよしちょう,13206,2,354013,1392801,,,20120703-20120705,11,11,住宅建築
48181,91999,集落,奈良|平安,竪穴建物4|道路1|土坑1|溝2,4,,,1,,南北の道路跡が検出された。,武蔵国府関連遺跡　第1606次,むさしこくふかんれんいせき,20,東京都府中市西府土地整理事業地内21街区14画地,139.454834,35.672493,とうきょうとふちゅうしにしふとちくかくせいりじぎょうちないにじゅういちがいくじゅうよんかくち,13206,2,354017,1392716,,,20120711-20120730,77,77,住宅建築
48181,92000,集落,奈良|平安,竪穴建物18|掘立柱建物2|柵2|墓1|土坑6|その他の遺構1,18,2,,,,竪穴建物跡から、銅製巡方が出土した。,武蔵国府関連遺跡　第1610次,むさしこくふかんれんいせき,27,東京都府中市片町2-18-2,139.469437,35.669651,とうきょうとふちゅうしかたまち,13206,2,354011,1392809,,,20120822-20120904,31,31,住宅兼店舗建設
48181,92001,集落,奈良|平安,道路1|土坑7,,,,1,,土坑1基はL字墓の可能性あり。,武蔵国府関連遺跡　第1611.T1次,むさしこくふかんれんいせき,28,東京都府中市宮町3-1,139.479401,35.669147,とうきょうとふちゅうしみやまち,13206,2,354009,1392842,,,20120831-20120903,11,11,開発事業
48181,92002,集落,奈良|平安,土坑1|溝6,,,,,,,武蔵国府関連遺跡　第1611.T2次,むさしこくふかんれんいせき,5,東京都府中市宮西町3-17-1,139.474716,35.671249,とうきょうとふちゅうしみやにしちょう,13206,2,354016,1392828,,,20120904,22,22,
48181,92003,集落,奈良|平安,竪穴建物1|土坑4|溝4,1,,,,,溝1条はL字に屈曲する。,武蔵国府関連遺跡　第1611次,むさしこくふかんれんいせき,21,東京都府中市美好町1-15-4,139.470718,35.672588,とうきょうとふちゅうしみよしちょう,13206,2,354021,1392814,,,20120828-20121009,162,162,住宅建築
48181,92004,集落,奈良|平安,竪穴建物18|掘立柱建物1|古墳1|土坑7|溝11,18,1,,,,古墳は円墳の周溝部分が検出された。,武蔵国府関連遺跡　第1612次,むさしこくふかんれんいせき,6,東京都府中市清水が丘1-5-15,139.493622,35.667587,とうきょうとふちゅうししみずがおか,13206,2,354003,1392937,,,20121009-20121102,77,77,
48181,92005,集落,奈良|平安,竪穴建物3|柵1|溝2,3,,,,,,武蔵国府関連遺跡　第1613.T次,むさしこくふかんれんいせき,22,東京都府中市清水が丘2-26-3,139.496857,35.666042,とうきょうとふちゅうししみずがおか,13206,2,353957,1392948,,,20121112-20121114,64,64,住宅建築
48181,92007,集落,奈良|平安,竪穴建物1 |土坑1 |その他の遺構1,1,,,,,古代の竪穴建物跡から鉄挺が出土した。,武蔵国府関連遺跡　第1614次,むさしこくふかんれんいせき,23,東京都府中市清水が丘1-9-40,139.495163,35.668419,とうきょうとふちゅうししみずがおか,13206,2,354005,1392942,,,20121114-20121127,66,66,住宅建築
48181,92008,集落,奈良|平安,土坑2 |溝2 |その他の遺構12,,,,,,,武蔵国府関連遺跡　第1615次,むさしこくふかんれんいせき,8,東京都府中市美好町3-8-4の一部/-5の一部,139.467178,35.670235,とうきょうとふちゅうしみよしちょう,13206,2,354013,1392801,,,20121121-20121203,33,33,
48181,92009,集落,奈良|平安,竪穴建物2 |土坑2,2,,,,,,武蔵国府関連遺跡　第1616次,むさしこくふかんれんいせき,9,東京都府中市小柳町1-13-1/-4の一部,139.504257,35.66412,とうきょうとふちゅうしこやなぎちょう,13206,2,353950,1393015,,,20121127-20121128,4,4,
48181,92011,集落,奈良|平安,竪穴建物3 |土坑4 |溝2 |その他の遺構5,3,,,,,古代の竪穴建物跡から須恵質の瓦塔が出土した。,武蔵国府関連遺跡　第1617次,むさしこくふかんれんいせき,10,東京都府中市片町2-22-31,139.470016,35.668934,とうきょうとふちゅうしかたまち,13206,2,354008,1392809,,,20121210-20130121,232,232,
48181,92012,集落,奈良|平安,土坑1|その他の遺構1,,,,,,,武蔵国府関連遺跡　第1621次,むさしこくふかんれんいせき,24,東京都府中市宮町2-10,139.481262,35.668556,とうきょうとふちゅうしみやまち,13206,2,354006,1392852,,,20130107-20130226,107,107,住宅建築
48181,92016,集落,奈良|平安,竪穴建物1|土坑2|溝1,1,,,,,,武蔵国府関連遺跡　第1625次,むさしこくふかんれんいせき,4,東京都府中市宮町2-7-6,139.480042,35.668571,とうきょうとふちゅうしみやまち,13206,2,354007,1392847,,,20130304-20130311,26,26,確認調査
47709,92017,集落,奈良|平安,竪穴建物1|土坑3|溝1|その他の遺構5,1,,,,,溝から馬歯が出土した。,武蔵国府関連遺跡　第21次ほか,むさしこくふかんれんいせき,1,東京都府中市府中町2-6-4ほか,139.483124,35.672283,とうきょうとふちゅうしふちゅうちょう,13206,2,,,,,,62924.1,62924.1,
47659,92019,集落,奈良|平安,竪穴建物2|土坑2,2,,,,,古代の竪穴建物跡から金銅製鈴が出土した。,武蔵国府関連遺跡　第409次,むさしこくふかんれんいせき,3,東京都府中市美好町2-15/16,139.466446,35.673645,とうきょうとふちゅうしみよしちょう,13206,2,354014,1392810,,,19880310-19880824,2265.1,2265.1,都営住宅建設
